Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1049,SC20,RL,100.0,21750,Pave,1,Reg,Lvl,AllPub,Inside,0,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,75.0,3,1,Slab,3,2,4,4,0,4,0,0,0,GasA,4,Y,SBrkr,1771,0,0,1771,0,0,1,0,3,1,3,9,Min1,1,5,Attchd,1960.0,3,2,336,5,5,2,0,0,0,0,0,0,3,0,None,0,Nov,2009,WD,Normal,115000
1050,SC20,RL,60.0,11100,Pave,1,Reg,Low,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,2,4,4,0,4,0,0,0,GasA,0,Y,SBrkr,930,0,0,930,0,0,1,0,2,1,2,6,Typ,0,3,Detchd,1946.0,3,1,308,5,5,2,0,0,0,0,0,0,3,4,None,0,Apr,2010,WD,Abnorml,84900
1051,SC20,RL,73.0,8993,Pave,1,IR1,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,0,6,0,6,0,1302,1302,GasA,0,Y,SBrkr,1302,0,0,1302,0,0,2,0,3,1,2,6,Typ,0,3,Attchd,2007.0,0,2,436,5,5,2,0,22,0,0,0,0,3,4,None,0,Aug,2007,New,Partial,176485
1052,SC20,RL,103.0,11175,Pave,1,IR1,Lvl,AllPub,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,0,6,0,6,0,1316,1316,GasA,0,Y,SBrkr,1316,0,0,1316,0,0,2,0,3,1,2,6,Typ,1,2,Attchd,2007.0,0,2,440,5,5,2,0,20,0,0,0,0,3,4,None,0,Oct,2007,New,Partial,200141
1053,SC60,RL,100.0,9500,Pave,1,Reg,Lvl,AllPub,Corner,0,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,3,4,CBlock,4,4,3,5,442,6,0,374,816,GasA,4,Y,SBrkr,1127,850,0,1977,0,1,1,1,4,1,3,9,Typ,1,5,Attchd,1964.0,2,2,540,5,5,2,0,52,0,0,0,0,3,0,None,0,Jun,2007,WD,Normal,165000
1054,SC20,RL,68.0,8562,Pave,1,Reg,Lvl,AllPub,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,6,1957,2002,Hip,CompShg,HdBoard,HdBoard,Stone,145.0,3,4,CBlock,4,4,0,5,383,6,0,833,1216,GasA,0,Y,FuseA,1526,0,0,1526,0,0,1,0,4,1,3,7,Min2,1,2,Basment,1957.0,3,1,364,5,5,2,116,78,0,0,0,0,3,4,None,0,May,2010,WD,Normal,144500
1055,SC60,RL,90.0,11367,Pave,1,Reg,Lvl,AllPub,Corner,0,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,2,4,PConc,2,4,2,2,932,6,0,133,1065,GasA,0,Y,SBrkr,1091,898,0,1989,1,0,2,1,3,1,2,7,Typ,1,2,Attchd,2002.0,0,2,586,5,5,2,199,60,0,0,0,0,3,4,None,0,Nov,2006,WD,Normal,255000
1056,SC20,RL,104.0,11361,Pave,1,Reg,Lvl,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160.0,3,4,CBlock,2,4,3,0,644,6,0,549,1193,GasA,4,Y,SBrkr,1523,0,0,1523,0,1,2,0,3,1,3,7,Typ,1,5,Attchd,1976.0,0,2,478,5,5,2,0,0,0,0,189,0,3,2,None,0,May,2008,COD,Abnorml,180000
1057,SC120,RL,43.0,7052,Pave,1,IR1,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,2,4,PConc,2,4,0,2,659,6,0,705,1364,GasA,0,Y,SBrkr,1364,0,0,1364,1,0,2,0,2,1,2,6,Typ,1,2,Attchd,2005.0,2,2,484,5,5,2,192,36,0,0,0,0,3,4,None,0,Jun,2006,WD,Normal,185850
1058,SC60,RL,91.0,29959,Pave,1,IR2,Lvl,AllPub,FR2,0,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,4,PConc,2,4,3,2,595,6,0,378,973,GasA,0,Y,SBrkr,979,871,0,1850,0,0,2,1,3,1,2,7,Typ,1,2,BuiltIn,1994.0,0,2,467,5,5,2,168,98,0,0,0,0,3,4,None,0,Jan,2009,WD,Normal,248000
1059,SC60,RL,96.0,11308,Pave,1,IR1,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,0,4,PConc,0,4,0,2,936,6,0,168,1104,GasA,0,Y,SBrkr,1130,1054,0,2184,1,0,2,1,3,1,0,10,Typ,1,2,Attchd,2008.0,0,3,836,5,5,2,0,102,0,0,0,0,3,4,None,0,Jul,2009,WD,Normal,335000
1060,SC50,RL,74.0,11275,Pave,1,IR1,HLS,AllPub,Corner,1,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,3,4,CBlock,4,4,2,5,297,3,557,0,854,GasA,4,Y,SBrkr,1096,895,0,1991,0,0,1,1,3,1,3,7,Typ,1,2,Detchd,1977.0,3,2,432,5,1,2,0,0,19,0,0,0,3,4,None,0,Mar,2007,WD,Normal,220000
1061,SC120,RL,41.0,4920,Pave,1,Reg,Lvl,AllPub,Inside,0,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,4,PConc,2,4,2,2,616,6,0,722,1338,GasA,0,Y,SBrkr,1338,0,0,1338,1,0,2,0,2,1,2,6,Typ,0,3,Attchd,2001.0,0,2,582,5,5,2,0,0,170,0,0,0,3,4,None,0,Apr,2010,WD,Normal,213500
1062,SC30,C (all),120.0,18000,Grvl,1,Reg,Low,AllPub,Inside,0,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,4,CBlock,4,4,3,6,0,6,0,894,894,GasA,4,Y,SBrkr,894,0,0,894,0,0,1,0,2,1,3,6,Typ,0,3,Detchd,1994.0,2,3,1248,5,5,2,0,20,0,0,0,0,3,4,Shed,560,Aug,2008,ConLD,Normal,81000
1063,SC190,RM,85.0,13600,Pave,0,Reg,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,4,3,6,0,6,0,662,662,GasA,4,N,SBrkr,1422,915,0,2337,0,0,2,0,5,2,3,10,Min2,0,3,Detchd,1945.0,3,2,560,5,5,2,0,57,0,0,0,0,3,4,None,0,Sep,2007,WD,Normal,90000
1064,SC30,RM,50.0,6000,Pave,1,Reg,Lvl,AllPub,Inside,0,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,BrkTil,4,4,3,1,397,6,0,706,1103,GasA,2,Y,SBrkr,1103,0,0,1103,0,0,1,0,2,1,2,5,Typ,1,2,Detchd,1976.0,3,2,440,5,5,2,166,120,0,0,0,0,3,2,None,0,Jul,2006,WD,Normal,110500
1065,SC20,RL,73.0,11000,Pave,1,IR1,Lvl,AllPub,CulDSac,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,3,4,CBlock,4,4,2,1,740,5,230,184,1154,GasA,0,Y,SBrkr,1154,0,0,1154,0,0,1,1,3,1,3,6,Typ,1,4,Attchd,1966.0,2,2,480,5,5,2,0,58,0,0,0,0,3,2,None,0,Nov,2009,WD,Normal,154000
1066,SC60,RL,80.0,14000,Pave,1,Reg,Lvl,AllPub,Inside,1,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,4,PConc,0,4,1,2,1201,6,0,105,1306,GasA,0,Y,SBrkr,1306,954,0,2260,1,0,2,1,3,1,2,7,Typ,0,3,Attchd,1996.0,2,2,533,5,5,2,296,44,0,0,0,0,3,4,None,0,Apr,2010,WD,Normal,328000
1067,SC60,RL,59.0,7837,Pave,1,IR1,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,6,0,6,0,799,799,GasA,2,Y,SBrkr,799,772,0,1571,0,0,2,1,3,1,3,7,Typ,1,5,Attchd,1993.0,2,2,380,5,5,2,0,40,0,0,0,0,3,4,None,0,May,2009,WD,Normal,178000
1068,SC60,RL,80.0,9760,Pave,1,Reg,Lvl,AllPub,Inside,1,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,3,4,CBlock,4,4,1,2,674,3,106,0,780,GasA,4,Y,SBrkr,798,813,0,1611,1,0,1,1,4,1,3,7,Typ,0,3,Attchd,1964.0,2,2,442,5,5,2,328,128,0,0,189,0,3,4,None,0,Jun,2008,WD,Normal,167900
1069,SC160,RM,42.0,3964,Pave,1,Reg,Lvl,AllPub,Inside,0,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,2,4,3,0,837,6,0,105,942,GasA,2,Y,SBrkr,1291,1230,0,2521,1,0,2,1,5,1,3,10,Maj1,1,2,Attchd,1973.0,0,2,576,5,5,2,728,20,0,0,0,0,3,0,None,0,Jun,2006,WD,Normal,151400
1070,SC45,RL,60.0,9600,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,0,220,6,0,625,845,GasA,4,Y,SBrkr,893,0,0,893,0,1,1,0,2,1,2,4,Typ,0,3,Detchd,1985.0,3,2,576,5,5,2,0,0,0,0,0,0,3,4,None,0,May,2007,WD,Normal,135000
1071,SC20,RL,72.0,10152,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,3,4,CBlock,4,4,3,1,586,6,0,462,1048,GasA,4,Y,SBrkr,1048,0,0,1048,1,0,1,0,3,1,3,6,Typ,0,3,Attchd,1956.0,3,1,286,5,5,2,0,20,0,0,192,0,3,4,None,0,Jun,2007,WD,Normal,135000
1072,SC60,RL,78.0,11700,Pave,1,Reg,Lvl,AllPub,Inside,0,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,5,298,6,0,429,727,GasA,0,Y,SBrkr,829,727,0,1556,0,0,1,1,4,1,3,8,Typ,0,3,Attchd,1968.0,3,2,441,5,5,2,0,0,0,0,0,0,3,4,None,0,May,2009,WD,Normal,154000
1073,SC50,RL,50.0,7585,Pave,1,Reg,Lvl,AllPub,Inside,0,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,1,0,2,6,0,6,0,810,810,GasA,1,Y,FuseA,1002,454,0,1456,1,1,1,0,4,1,3,7,Typ,1,5,Detchd,1954.0,3,1,280,5,5,1,0,0,0,0,0,0,3,4,None,0,Aug,2006,WD,Normal,91500
1074,SC60,RL,75.0,7950,Pave,1,IR1,Bnk,AllPub,Corner,0,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,3,4,CBlock,4,4,3,1,535,6,0,155,690,GasA,4,Y,SBrkr,698,728,0,1426,0,0,1,1,3,1,3,6,Typ,0,3,Attchd,1977.0,0,2,440,5,5,2,252,0,0,0,0,0,3,2,None,0,Jul,2009,WD,Normal,159500
1075,SC20,RL,74.0,8556,Pave,1,Reg,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,0,6,0,6,0,1240,1240,GasA,0,Y,SBrkr,1240,0,0,1240,0,0,2,0,2,1,2,5,Typ,0,3,Attchd,2006.0,2,3,826,5,5,2,140,93,0,0,0,0,3,4,None,0,May,2007,WD,Normal,194000
1076,SC70,RL,75.0,13125,Pave,1,Reg,Lvl,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,3,1,410,6,0,390,800,GasA,4,Y,SBrkr,960,780,0,1740,0,0,1,1,3,1,3,6,Typ,2,2,Attchd,1940.0,3,1,240,5,5,2,0,0,0,0,0,0,3,4,None,0,Jul,2007,CWD,Normal,219500
1077,SC50,RL,60.0,10800,Pave,0,Reg,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,1,4,3,0,626,6,0,170,796,GasA,2,Y,SBrkr,1096,370,0,1466,0,1,2,0,3,1,2,7,Min1,1,5,Attchd,1950.0,3,2,566,5,5,2,436,21,0,0,0,0,3,4,Shed,500,Apr,2006,WD,Normal,170000
1078,SC20,RL,73.0,15870,Pave,1,IR1,Lvl,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,None,0.0,3,4,CBlock,4,4,2,1,75,5,791,230,1096,GasA,0,Y,SBrkr,1096,0,0,1096,1,0,1,0,3,1,3,6,Typ,0,3,Attchd,1969.0,0,1,299,5,5,2,240,32,0,0,0,0,3,4,None,0,Mar,2006,WD,Abnorml,138800
1079,SC120,RM,37.0,4435,Pave,1,Reg,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,2,4,PConc,2,4,2,2,662,6,0,186,848,GasA,0,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,2,3,Typ,1,2,Attchd,2004.0,2,2,420,5,5,2,140,0,0,0,0,0,3,4,None,0,May,2006,WD,Normal,155900
1080,SC20,RL,65.0,8775,Pave,1,Reg,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,3,2,495,6,0,495,990,GasA,2,Y,SBrkr,990,0,0,990,0,0,1,0,3,1,3,5,Typ,0,3,Attchd,1996.0,3,1,299,5,5,2,0,64,0,0,0,0,3,4,None,0,Apr,2007,WD,Normal,126000
1081,SC20,RL,80.0,11040,Pave,1,Reg,Lvl,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,2,2,CBlock,4,4,3,0,656,6,0,602,1258,GasA,0,Y,SBrkr,1258,0,0,1258,0,1,2,0,3,1,2,5,Typ,0,3,Attchd,1971.0,2,2,528,5,5,2,55,0,0,216,0,0,3,4,None,0,Oct,2008,COD,Abnorml,145000
1082,SC20,RL,75.0,7500,Pave,1,Reg,Lvl,AllPub,Corner,0,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,3,0,824,6,0,216,1040,GasA,1,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,3,5,Typ,0,3,Attchd,1963.0,0,1,308,5,5,2,0,0,220,0,0,0,3,2,None,0,Jun,2010,WD,Normal,133000
1083,SC20,RL,70.0,8749,Pave,1,Reg,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,2,4,PConc,2,4,3,6,0,6,0,1459,1459,GasA,0,Y,SBrkr,1459,0,0,1459,0,0,2,0,3,1,2,6,Typ,1,2,Attchd,2002.0,2,2,527,5,5,2,192,39,0,0,0,0,3,4,None,0,Sep,2007,WD,Normal,192000
1084,SC20,RL,80.0,8800,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,3,4,CBlock,4,4,3,1,553,6,0,698,1251,GasA,4,Y,SBrkr,1251,0,0,1251,1,0,1,0,3,1,3,6,Typ,2,2,Attchd,1964.0,2,1,461,5,5,2,0,116,0,0,0,0,3,2,Shed,700,Mar,2006,WD,Normal,160000
1085,SC60,RL,65.0,13031,Pave,1,IR2,Lvl,AllPub,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,2,4,3,0,592,6,0,99,691,GasA,2,Y,SBrkr,691,807,0,1498,0,0,2,1,3,1,3,6,Typ,1,5,Attchd,1995.0,0,2,409,5,5,2,315,44,0,0,0,0,3,4,None,0,Jul,2006,WD,Normal,187500
1086,SC85,RL,73.0,9069,Pave,1,Reg,Lvl,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,2,4,0,2,747,6,0,189,936,GasA,0,Y,SBrkr,996,0,0,996,1,0,1,0,2,1,2,5,Typ,0,3,Attchd,1992.0,3,2,564,5,5,2,120,0,0,0,0,0,3,4,None,0,Apr,2010,WD,Normal,147000
1087,SC160,RM,21.0,1974,Pave,1,Reg,Lvl,AllPub,Inside,0,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,4,4,3,1,334,6,0,212,546,GasA,4,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,3,6,Typ,0,3,Attchd,1973.0,2,1,286,5,5,2,120,96,0,0,0,0,3,4,None,0,May,2010,WD,Normal,83500
1088,SC60,FV,85.0,10574,Pave,1,Reg,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,2,6,0,6,0,1082,1082,GasA,0,Y,SBrkr,1082,871,0,1953,0,0,2,1,3,1,2,9,Typ,1,2,Attchd,2005.0,2,3,1043,5,5,2,160,50,0,0,0,0,3,4,None,0,May,2009,WD,Normal,252000
1089,SC160,RM,24.0,2522,Pave,1,Reg,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,2,4,PConc,2,4,3,6,0,6,0,970,970,GasA,0,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,2,7,Maj1,0,3,Detchd,2004.0,3,2,380,5,5,2,0,40,0,0,0,0,3,4,None,0,Apr,2006,WD,Normal,137500
1090,SC120,FV,37.0,3316,Pave,2,IR1,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,4,PConc,2,4,3,2,1039,6,0,208,1247,GasA,0,Y,SBrkr,1247,0,0,1247,1,0,1,1,1,1,2,4,Typ,1,2,Attchd,2005.0,0,2,550,5,5,2,0,84,0,0,0,0,3,4,None,0,Apr,2006,WD,Normal,197000
1091,SC90,RL,60.0,8544,Pave,1,Reg,Lvl,AllPub,Corner,0,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,4,Slab,3,2,4,4,0,4,0,0,0,Wall,1,N,FuseA,1040,0,0,1040,0,0,2,0,2,2,3,6,Typ,0,3,Detchd,1987.0,3,2,400,5,5,2,0,0,0,0,0,0,3,4,None,0,Jun,2009,WD,Normal,92900
1092,SC160,FV,24.0,2160,Pave,2,Reg,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,2,4,PConc,2,4,3,1,510,6,0,90,600,GasA,0,Y,SBrkr,624,628,0,1252,1,0,2,1,2,1,2,4,Typ,0,3,Detchd,1999.0,3,2,462,5,5,2,0,48,0,0,0,0,3,4,None,0,Mar,2008,WD,Normal,160000
1093,SC50,RL,60.0,8400,Pave,1,Reg,Bnk,AllPub,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,4,4,3,5,423,6,0,758,1181,GasA,1,Y,SBrkr,1390,304,0,1694,0,0,2,0,4,1,3,7,Typ,1,2,Detchd,1925.0,3,2,576,5,5,2,342,0,128,0,0,0,3,4,None,0,Jun,2008,WD,Normal,136500
1094,SC20,RL,71.0,9230,Pave,1,Reg,Lvl,AllPub,Corner,0,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,3,4,CBlock,4,4,2,2,661,6,0,203,864,GasA,2,Y,SBrkr,1200,0,0,1200,1,0,1,1,1,1,2,6,Typ,0,3,Detchd,1977.0,3,2,884,5,5,2,0,64,0,0,0,0,3,2,None,0,Oct,2006,WD,Normal,146000
1095,SC20,RL,74.0,5868,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,1,248,5,240,448,936,GasA,0,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,3,4,Typ,0,3,Attchd,1956.0,0,1,308,5,5,2,0,0,80,0,160,0,3,4,None,0,May,2010,WD,Normal,129000
1096,SC20,RL,78.0,9317,Pave,1,IR1,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,2,24,6,0,1290,1314,GasA,2,Y,SBrkr,1314,0,0,1314,0,0,2,0,3,1,2,6,Typ,1,2,Attchd,2006.0,2,2,440,5,5,2,0,22,0,0,0,0,3,4,None,0,Mar,2007,WD,Normal,176432
1097,SC70,RM,60.0,6882,Pave,1,Reg,Lvl,AllPub,Inside,0,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,4,4,3,6,0,6,0,684,684,GasA,4,Y,SBrkr,773,582,0,1355,0,0,1,1,3,1,2,7,Typ,0,3,None,1914.0,1,0,0,3,3,2,136,0,115,0,0,0,3,4,None,0,Mar,2007,WD,Normal,127000
1098,SC120,RL,61.5,3696,Pave,1,Reg,Lvl,AllPub,Inside,0,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,4,CBlock,2,4,3,6,0,6,0,1074,1074,GasA,0,Y,SBrkr,1088,0,0,1088,0,0,1,1,2,1,2,5,Typ,0,3,Attchd,1987.0,2,2,461,5,5,2,0,74,137,0,0,0,3,4,None,0,Oct,2007,WD,Normal,170000
1099,SC50,RM,50.0,6000,Pave,1,Reg,Lvl,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,4,4,3,1,672,6,0,0,672,GasA,4,Y,SBrkr,757,567,0,1324,0,0,1,0,3,1,3,6,Typ,0,3,Detchd,1936.0,3,1,240,5,5,2,0,0,0,0,0,0,3,4,None,0,Jul,2009,WD,Normal,128000
1100,SC20,RL,82.0,11880,Pave,1,IR1,Lvl,AllPub,Inside,0,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,3,4,CBlock,2,4,3,0,704,6,0,567,1271,GasA,4,Y,SBrkr,1601,0,0,1601,0,0,2,0,3,1,3,7,Typ,1,5,Attchd,1978.0,2,2,478,5,5,2,0,0,0,0,0,0,3,4,None,0,Apr,2009,COD,Abnorml,157000
1101,SC30,RL,60.0,8400,Pave,1,Reg,Bnk,AllPub,Inside,0,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,0,3,5,290,6,0,0,290,GasA,4,N,FuseF,438,0,0,438,0,0,1,0,1,1,1,3,Typ,0,3,Detchd,1930.0,3,1,246,5,5,0,0,0,0,0,0,0,3,4,None,0,Jan,2009,WD,Normal,60000
1102,SC20,RL,61.0,9758,Pave,1,IR1,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,0.0,3,4,CBlock,4,4,3,1,412,3,287,251,950,GasA,4,Y,SBrkr,950,0,0,950,0,0,1,0,3,1,3,5,Typ,0,3,Detchd,1981.0,3,1,280,5,5,2,0,0,0,0,0,0,3,4,None,0,Jul,2007,WD,Normal,119500
1103,SC20,RL,70.0,7000,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,3,4,CBlock,4,4,3,5,588,6,0,422,1010,GasA,0,Y,SBrkr,1134,0,0,1134,0,0,1,0,2,1,3,6,Typ,0,3,Attchd,1960.0,2,1,254,5,5,2,0,16,0,0,0,0,3,3,None,0,Apr,2007,WD,Family,135000
1104,SC20,RL,79.0,8910,Pave,1,Reg,Lvl,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,4,CBlock,4,4,2,0,655,6,0,0,655,GasA,0,Y,SBrkr,1194,0,0,1194,0,1,1,0,3,1,3,6,Typ,1,1,BuiltIn,1954.0,0,2,539,5,5,2,0,0,192,0,0,0,3,4,None,0,Jul,2006,WD,Normal,159500
