Id,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,OverallGrade,ExterGrade,KitchenScore,TotalBath,AllSF,AllPorchSF,AllSF-2,GarageCars-2,MSSubClass_SC120,MSSubClass_SC160,MSSubClass_SC190,MSSubClass_SC20,MSSubClass_SC30,MSSubClass_SC50,MSSubClass_SC60,MSSubClass_SC70,MSSubClass_SC80,MSSubClass_SC85,MSSubClass_SC90,MSZoning_Other,MSZoning_RL,MSZoning_RM,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Other,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Condition1_Feedr,Condition1_Norm,Condition1_Other,Condition1_PosN,Condition1_RRAn,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_Other,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Hip,RoofStyle_Other,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_BrkFace,Exterior2nd_HdBoard,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stucco,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_CBlock,Foundation_Other,Foundation_PConc,Foundation_Slab,CentralAir_Y,Electrical_FuseF,Electrical_Other,Electrical_SBrkr,MoSold_Aug,MoSold_Dec,MoSold_Feb,MoSold_Jan,MoSold_Jul,MoSold_Jun,MoSold_Mar,MoSold_May,MoSold_Nov,MoSold_Oct,MoSold_Sep,SaleType_New,SaleType_Other,SaleType_WD,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Other,SalePrice
1106,12256,3,3,8,5,1994,1995,362.0,4,3,1032,0,431,1463,5,1500,1122,0,2622,1,0,2,1,3,1,4,9,8,2,2,712,2,186,32,0,0,0,0,0,2010,40,12,4,3.5,4085,32,16687225,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12.691580461311874
1107,10357,3,3,7,5,1990,1991,0.0,4,3,738,0,172,910,4,1442,0,0,1442,1,0,2,0,3,1,4,6,8,1,2,719,2,0,244,0,0,0,0,0,2007,35,12,4,3.0,2352,244,5531904,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,12.100156419938624
1108,23257,1,3,7,5,2006,2006,0.0,4,3,0,0,868,868,5,887,1134,0,2021,0,0,2,1,3,1,4,9,8,1,2,422,2,0,100,0,0,0,0,0,2006,35,12,4,2.5,2889,100,8346321,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12.523525876315125
1109,8063,4,3,6,5,2000,2000,0.0,3,3,0,0,924,924,5,948,742,0,1690,0,0,2,1,3,1,3,7,8,1,2,463,2,100,48,0,0,0,0,0,2007,30,9,3,2.5,2614,48,6832996,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,12.106252310247962
1110,11362,3,3,8,5,2004,2005,42.0,4,3,1039,0,797,1836,5,1836,0,0,1836,1,0,2,0,3,1,4,7,8,1,3,862,2,125,185,0,0,0,0,0,2009,40,12,4,3.0,3672,185,13483584,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,12.542544882151384
1111,8000,4,3,6,5,1995,1996,0.0,3,3,219,0,554,773,4,773,885,0,1658,1,0,2,1,3,1,3,8,8,1,2,431,2,224,84,0,0,0,0,0,2008,30,9,3,3.5,2431,84,5909761,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,12.144197241812089
1112,10480,4,3,7,6,1976,1976,660.0,3,3,403,0,400,803,3,1098,866,0,1964,0,0,2,1,4,1,3,8,8,1,2,483,2,0,69,0,0,0,0,0,2008,42,9,3,2.5,2767,69,7656289,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,12.230765258120543
1113,7100,3,3,5,7,1957,1957,0.0,3,3,708,0,108,816,3,816,0,0,816,1,0,1,0,2,1,3,5,8,0,1,308,2,0,0,0,0,0,0,0,2006,35,9,3,2.0,1632,0,2663424,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,11.774520202658689
1114,8923,4,3,5,7,1953,2006,0.0,3,3,643,0,365,1008,4,1008,0,0,1008,1,0,1,0,2,1,4,6,8,0,1,240,2,0,18,0,0,0,0,0,2007,35,9,4,2.0,2016,18,4064256,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,11.809319478024031
1115,5400,4,3,5,7,1954,2000,0.0,3,4,415,0,418,833,5,833,0,0,833,0,0,1,0,2,1,4,4,8,0,1,326,2,0,0,0,0,0,0,0,2006,35,12,4,1.0,1666,0,2775556,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11.669929213779893
1116,12085,4,3,8,5,2007,2007,328.0,4,3,1004,0,730,1734,5,1734,0,0,1734,1,0,2,0,3,1,5,7,8,1,3,928,2,0,0,0,0,0,0,0,2007,40,12,5,3.0,3468,0,12027024,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12.669806661762314
1117,7750,4,3,8,5,2002,2002,0.0,4,3,353,0,55,408,5,779,640,0,1419,1,0,2,1,3,1,4,7,8,1,2,527,2,120,0,0,0,0,0,0,2009,40,12,4,3.5,1827,0,3337929,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,12.123234367221167
1118,9764,3,3,5,7,1967,2003,0.0,3,3,702,0,192,894,5,894,0,0,894,1,0,1,0,3,1,4,5,8,0,2,450,2,0,0,0,0,0,0,0,2008,35,9,4,2.0,1788,0,3196944,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,11.77528972943772
1119,13825,4,3,5,6,1958,1987,0.0,3,4,0,0,533,533,3,1021,580,0,1601,0,1,1,0,3,1,3,6,6,0,1,300,2,280,34,0,0,0,0,0,2008,30,12,3,1.5,2134,34,4553956,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11.849397701591439
1120,7560,4,3,5,5,1959,1959,0.0,3,3,369,0,671,1040,3,1040,0,0,1040,0,0,1,0,3,1,3,6,8,0,1,286,2,140,0,252,0,0,0,0,2006,25,9,3,1.0,2080,252,4326400,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,11.803353763090035
1121,8263,4,2,6,5,1920,1950,0.0,3,3,0,0,1012,1012,3,1012,0,0,1012,0,0,1,0,2,1,3,6,8,1,1,308,2,0,22,112,0,0,0,0,2007,30,9,3,1.0,2024,134,4096576,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,11.681824001432044
1122,10084,4,3,7,5,2005,2006,196.0,4,3,24,0,1528,1552,5,1552,0,0,1552,0,0,2,0,3,1,4,7,8,0,3,782,2,144,20,0,0,0,0,0,2006,35,12,4,2.0,3104,20,9634816,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12.26857785088157
1123,8926,3,3,4,3,1956,1956,0.0,3,3,0,0,672,672,5,960,0,0,960,0,0,1,0,3,1,3,5,8,0,1,288,2,64,0,0,0,160,0,0,2009,12,9,3,1.0,1632,160,2663424,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.626254150277234
1124,9405,4,3,5,9,1947,2008,0.0,3,5,0,0,698,698,5,698,0,0,698,0,1,1,0,2,1,3,4,8,0,0,0,2,0,200,0,0,0,0,0,2009,45,15,3,1.5,1396,200,1948816,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,11.6784399034478
1125,9125,3,3,7,5,1992,1992,170.0,3,3,0,0,384,384,4,812,670,0,1482,0,0,2,1,3,1,4,7,8,1,2,392,2,100,25,0,0,0,0,0,2007,35,9,4,2.5,1866,25,3481956,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12.007011764731919
1126,10434,4,3,4,5,1955,1955,0.0,3,3,0,0,1005,1005,3,1005,0,0,1005,0,0,1,0,2,1,2,5,8,1,2,672,2,0,0,0,0,0,0,0,2009,20,9,2,1.0,2010,0,4040100,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,11.652687407345386
1127,3684,4,3,7,5,2007,2007,130.0,4,3,0,0,1373,1373,5,1555,0,0,1555,0,0,2,0,2,1,4,7,8,1,3,660,2,143,20,0,0,0,0,0,2009,35,12,4,2.0,2928,20,8573184,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,12.066810578196664
1128,14572,1,3,7,5,2004,2004,0.0,4,3,1300,0,230,1530,5,1530,0,0,1530,1,0,2,0,3,1,4,7,8,1,3,630,2,144,36,0,0,0,0,0,2007,35,12,4,3.0,3060,36,9363600,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,12.464583340681678
1129,11796,3,3,7,5,2004,2005,0.0,4,3,0,0,847,847,5,847,1112,0,1959,0,0,2,1,4,1,4,8,8,1,2,434,2,100,48,0,0,0,0,0,2007,35,12,4,2.5,2806,48,7873636,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12.278393307109802
1130,7200,4,3,5,5,1980,1980,180.0,3,3,936,0,0,936,3,936,0,0,936,1,0,1,0,2,1,3,4,8,0,2,672,2,49,0,0,0,0,0,0,2007,25,9,3,2.0,1872,0,3504384,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11.849397701591439
1131,7804,4,3,4,3,1928,1950,0.0,3,3,622,0,500,1122,3,1328,653,0,1981,1,0,2,0,4,1,4,7,6,2,2,576,2,431,44,0,0,0,0,0,2009,12,9,4,3.0,3103,44,9628609,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11.813030057420569
1132,10712,4,3,5,5,1991,1992,0.0,3,3,212,0,762,974,3,974,0,0,974,0,0,1,0,3,1,3,5,8,0,0,0,2,0,28,0,0,0,0,0,2007,25,9,3,1.0,1948,28,3794704,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11.445716715276781
1133,9900,4,3,6,4,1880,1950,0.0,3,3,0,0,1008,1008,3,1178,1032,0,2210,0,0,2,0,5,1,2,8,8,0,1,205,0,0,48,0,0,0,0,0,2007,24,9,2,2.0,3218,48,10355524,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,11.67419361256635
1134,9828,3,3,8,5,1995,1995,0.0,4,3,584,0,544,1128,5,1142,878,0,2020,0,0,2,1,3,1,4,8,8,1,2,466,2,0,155,0,0,0,0,0,2009,40,12,4,2.5,3148,155,9909904,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,12.386308695833106
1135,8773,3,3,6,5,1997,1997,0.0,3,3,0,0,916,916,4,916,684,0,1600,0,0,2,1,3,1,3,7,8,1,2,460,2,100,38,0,0,0,0,0,2007,30,9,3,2.5,2516,38,6330256,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12.037653993905213
1136,6180,4,3,6,5,1926,1950,0.0,3,3,0,0,960,960,3,986,0,0,986,0,0,1,0,2,1,3,5,8,1,1,180,2,0,128,0,0,0,0,0,2007,30,9,3,1.0,1946,128,3786916,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,11.532728092266407
1137,9600,4,3,6,5,1950,1950,0.0,3,3,280,0,752,1032,3,1032,220,0,1252,0,0,1,0,3,1,3,6,8,0,1,288,2,0,0,96,0,0,0,0,2008,30,9,3,1.0,2284,96,5216656,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.686878772093667
1138,6342,4,3,5,8,1875,1996,0.0,3,4,0,0,780,780,4,780,240,0,1020,0,0,1,0,2,1,3,6,8,0,0,0,0,0,0,176,0,0,0,0,2010,40,12,3,1.0,1800,176,3240000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,11.451050061252143
1139,9819,3,2,6,5,1977,1977,0.0,3,3,1567,0,0,1567,3,1567,0,0,1567,1,0,2,0,2,1,4,5,8,2,2,714,2,264,32,0,0,0,0,0,2009,30,9,4,3.0,3134,32,9821956,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,12.185869938212655
1140,8731,3,3,5,5,1920,1950,0.0,3,2,645,0,270,915,3,1167,0,0,1167,0,0,1,0,3,1,3,6,4,1,2,495,2,0,0,216,0,126,0,0,2007,25,6,3,1.0,2082,342,4334724,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,11.877568578558137
1141,7350,4,3,5,7,1951,1951,0.0,3,3,852,0,100,952,3,952,0,0,952,1,0,1,0,2,1,3,4,8,0,2,840,2,0,0,0,0,0,0,0,2008,35,9,3,2.0,1904,0,3625216,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.842229212112827
1142,10304,3,3,5,7,1976,1976,44.0,3,4,381,0,399,780,5,1088,780,0,1868,1,0,2,1,4,1,4,9,8,1,2,484,2,448,96,0,0,0,0,0,2009,35,12,4,3.5,2648,96,7011904,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,12.193493863323312
1143,9965,4,3,8,5,2006,2007,340.0,4,3,1150,0,316,1466,5,1466,1362,0,2828,1,0,3,0,4,1,4,11,8,1,3,1052,2,125,144,0,0,0,0,0,2007,40,12,4,4.0,4294,144,18438436,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.959538518762065
1144,9000,4,3,5,3,1959,1959,0.0,3,3,288,0,718,1006,3,1006,0,0,1006,0,0,1,0,3,1,3,5,8,0,0,0,2,0,24,0,0,0,0,0,2008,15,9,3,1.0,2012,24,4048144,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,11.289781913656018
