Id,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,OverallGrade,ExterGrade,KitchenScore,TotalBath,AllSF,AllPorchSF,AllSF-2,GarageCars-2,MSSubClass_SC120,MSSubClass_SC150,MSSubClass_SC160,MSSubClass_SC190,MSSubClass_SC20,MSSubClass_SC30,MSSubClass_SC50,MSSubClass_SC60,MSSubClass_SC70,MSSubClass_SC80,MSSubClass_SC85,MSSubClass_SC90,MSZoning_Other,MSZoning_RL,MSZoning_RM,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Other,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Condition1_Feedr,Condition1_Norm,Condition1_Other,Condition1_PosN,Condition1_RRAn,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_Other,HouseStyle_SFoyer,RoofStyle_Hip,RoofStyle_Other,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_BrkFace,Exterior2nd_HdBoard,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stucco,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_CBlock,Foundation_Other,Foundation_PConc,Foundation_Slab,CentralAir_Y,Electrical_FuseF,Electrical_Other,Electrical_SBrkr,MoSold_Aug,MoSold_Dec,MoSold_Feb,MoSold_Jan,MoSold_Jul,MoSold_Jun,MoSold_Mar,MoSold_May,MoSold_Nov,MoSold_Oct,MoSold_Sep,SaleType_New,SaleType_Other,SaleType_WD,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Other,SaleCondition_Partial,Street_Pave,Condition2_Feedr,Condition2_PosA,Condition2_PosN,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Heating_GasW,Heating_Grav,Heating_Wall
2006,8640,4,3,8,5,2007,2008,0.0,4,3,383.5,0.0,477.5,991.5,5,1372,0,0,1372,0.0,0.0,2,0,3,1,3.0,6,8.0,0,2.0,480.0,2,192,113,0,0,0,0,0,2008,40,12,4.0,2.0,2479.0,113,6145442.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2007,10625,4,3,8,5,2007,2007,292.0,4,3,383.5,0.0,477.5,991.5,5,1660,0,0,1660,0.0,0.0,2,0,3,1,3.0,7,8.0,1,2.0,480.0,2,133,120,0,0,0,0,0,2008,40,12,4.0,2.0,2479.0,120,6145442.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2008,7500,4,3,7,5,2007,2008,210.0,4,3,383.5,0.0,477.5,991.5,5,1218,0,0,1218,0.0,0.0,2,0,2,1,3.0,6,8.0,0,2.0,480.0,2,168,168,0,0,0,0,0,2008,35,12,4.0,2.0,2479.0,168,6145442.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2009,10110,4,3,6,5,2003,2003,0.0,4,3,383.5,0.0,477.5,991.5,5,835,861,0,1696,0.0,0.0,2,1,3,1,3.0,7,8.0,0,2.0,480.0,2,143,66,0,0,0,0,0,2008,30,12,4.0,2.0,2479.0,66,6145442.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2010,12774,4,3,7,5,2003,2004,95.0,4,3,383.5,0.0,477.5,991.5,5,835,828,0,1663,0.0,0.0,2,1,3,1,3.0,8,8.0,0,2.0,480.0,2,168,68,0,0,0,0,0,2008,35,12,4.0,2.0,2479.0,68,6145442.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011,13072,4,3,6,5,2005,2006,126.0,3,3,383.5,0.0,477.5,991.5,5,1175,0,0,1175,0.0,0.0,1,0,3,1,3.0,6,8.0,0,2.0,480.0,2,0,90,0,0,0,0,0,2008,30,9,4.0,2.0,2479.0,90,6145442.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012,9260,4,3,7,5,2007,2007,0.0,4,3,383.5,0.0,477.5,991.5,5,1162,0,0,1162,0.0,0.0,2,0,3,1,3.0,6,8.0,0,2.0,480.0,2,0,32,0,0,0,0,0,2008,35,12,4.0,2.0,2479.0,32,6145442.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2013,8453,3,3,6,5,1995,1995,38.0,4,3,383.5,0.0,477.5,991.5,5,754,855,0,1609,0.0,0.0,2,1,3,1,3.0,6,8.0,0,2.0,480.0,2,0,70,0,0,0,0,0,2008,30,12,4.0,2.0,2479.0,70,6145442.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2014,8480,3,3,6,5,1993,1994,120.0,4,3,383.5,0.0,477.5,991.5,5,886,794,0,1680,0.0,0.0,2,1,3,1,3.0,7,8.0,0,2.0,480.0,2,144,96,0,0,0,0,0,2008,30,12,4.0,2.0,2479.0,96,6145442.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2015,14565,2,3,7,5,1994,1995,145.0,4,3,383.5,0.0,477.5,991.5,5,832,825,0,1657,0.0,0.0,2,1,3,1,3.0,6,8.0,0,2.0,480.0,2,144,74,0,0,0,0,2000,2008,35,12,4.0,2.0,2479.0,74,6145442.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2016,8450,4,3,6,5,2001,2001,0.0,4,3,383.5,0.0,477.5,991.5,5,827,850,0,1677,0.0,0.0,2,1,3,1,3.0,7,8.0,0,2.0,480.0,2,0,68,0,0,0,0,0,2008,30,12,4.0,2.0,2479.0,68,6145442.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2017,8285,4,3,7,5,1992,1992,0.0,4,3,383.5,0.0,477.5,991.5,4,844,893,0,1737,0.0,0.0,2,1,3,1,3.0,7,8.0,0,2.0,480.0,2,192,85,0,0,0,0,0,2008,35,12,4.0,2.0,2479.0,85,6145442.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2018,9100,4,3,5,5,1963,1963,0.0,3,3,383.5,0.0,477.5,991.5,3,984,0,0,984,0.0,0.0,1,0,3,1,3.0,5,8.0,1,2.0,480.0,2,145,56,0,0,0,0,400,2008,25,9,4.0,2.0,2479.0,56,6145442.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2019,8100,4,3,5,8,1961,2007,0.0,3,4,383.5,0.0,477.5,991.5,5,864,0,0,864,0.0,0.0,1,0,3,1,3.0,5,8.0,1,2.0,480.0,2,132,0,0,0,0,0,0,2008,40,12,4.0,2.0,2479.0,0,6145442.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2020,8450,4,3,5,5,1968,1968,0.0,3,3,383.5,0.0,477.5,991.5,4,890,0,0,890,0.0,0.0,1,0,3,1,3.0,5,8.0,0,2.0,480.0,2,0,0,0,0,0,0,0,2008,25,9,4.0,2.0,2479.0,0,6145442.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021,6360,4,3,5,5,1963,1963,0.0,3,3,383.5,0.0,477.5,991.5,3,864,0,0,864,0.0,0.0,1,0,3,1,3.0,5,8.0,0,2.0,480.0,2,0,0,0,0,0,0,650,2008,25,9,4.0,2.0,2479.0,0,6145442.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,19508,4,3,6,5,1974,1974,144.0,3,3,383.5,0.0,477.5,991.5,3,1430,0,0,1430,0.0,0.0,2,0,3,1,3.0,6,8.0,2,2.0,480.0,2,117,108,165,0,0,0,0,2008,30,9,4.0,2.0,2479.0,273,6145442.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023,10759,4,3,5,4,1972,1972,0.0,3,4,383.5,0.0,477.5,991.5,3,1001,640,0,1641,0.0,0.0,2,0,4,1,3.0,5,8.0,1,2.0,480.0,2,0,0,92,0,0,0,0,2008,20,12,4.0,2.0,2479.0,92,6145442.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024,9205,3,3,6,5,1990,1991,304.0,4,3,383.5,0.0,477.5,991.5,5,1364,1319,0,2683,0.0,0.0,2,1,4,1,3.0,9,8.0,2,2.0,480.0,2,237,251,0,0,196,0,0,2008,30,12,4.0,2.0,2479.0,447,6145442.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025,11025,4,3,9,5,1993,1994,568.0,4,3,383.5,0.0,477.5,991.5,5,1827,959,0,2786,0.0,0.0,2,1,4,1,3.0,10,8.0,1,2.0,480.0,2,294,49,0,0,0,0,0,2008,45,12,4.0,2.0,2479.0,49,6145442.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2026,3435,3,3,7,5,2004,2005,0.0,4,3,383.5,0.0,477.5,991.5,5,1245,0,0,1245,0.0,0.0,2,0,1,1,3.0,5,8.0,0,2.0,480.0,2,0,100,0,0,0,0,0,2008,35,12,4.0,2.0,2479.0,100,6145442.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2027,3180,4,3,6,5,2005,2005,0.0,4,3,383.5,0.0,477.5,991.5,5,600,600,0,1200,0.0,0.0,2,1,2,1,3.0,5,8.0,0,2.0,480.0,2,0,166,0,0,0,0,0,2008,30,12,4.0,2.0,2479.0,166,6145442.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2028,3180,4,3,7,5,2007,2007,0.0,4,3,383.5,0.0,477.5,991.5,5,703,689,0,1392,0.0,0.0,2,0,2,1,3.0,5,8.0,0,2.0,480.0,2,0,102,0,0,0,0,0,2008,35,12,4.0,2.0,2479.0,102,6145442.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2029,2280,4,3,6,5,1999,1999,216.0,3,3,383.5,0.0,477.5,991.5,4,757,792,0,1549,0.0,0.0,2,1,3,1,3.0,6,8.0,0,2.0,480.0,2,0,32,0,0,0,0,0,2008,30,9,4.0,2.0,2479.0,32,6145442.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2030,4765,3,3,9,5,2000,2000,260.0,4,3,383.5,0.0,477.5,991.5,5,1638,0,0,1638,0.0,0.0,2,0,2,1,3.0,5,8.0,1,2.0,480.0,2,230,68,0,0,0,0,0,2008,45,12,4.0,2.0,2479.0,68,6145442.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2031,4538,3,3,9,5,2001,2001,179.0,4,3,383.5,0.0,477.5,991.5,5,1310,0,0,1310,0.0,0.0,1,1,1,1,3.0,5,8.0,1,2.0,480.0,2,277,45,0,0,0,0,0,2008,45,12,4.0,2.0,2479.0,45,6145442.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2032,4385,3,3,9,5,2001,2001,0.0,4,3,383.5,0.0,477.5,991.5,5,1419,0,0,1419,0.0,0.0,1,1,2,1,3.0,5,8.0,1,2.0,480.0,2,155,58,0,0,0,0,0,2008,45,12,4.0,2.0,2479.0,58,6145442.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2033,4109,3,3,9,5,1999,2000,260.0,4,3,383.5,0.0,477.5,991.5,5,1557,0,0,1557,0.0,0.0,2,0,2,1,3.0,5,8.0,1,2.0,480.0,2,124,113,0,0,0,0,0,2008,45,12,4.0,2.0,2479.0,113,6145442.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2034,2160,4,3,7,5,1999,2000,216.0,4,3,383.5,0.0,477.5,991.5,5,684,720,0,1404,0.0,0.0,2,1,3,1,3.0,5,8.0,0,2.0,480.0,2,20,0,0,0,0,0,0,2008,35,12,4.0,2.0,2479.0,0,6145442.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2035,10646,3,3,7,5,2001,2001,513.0,3,3,383.5,0.0,477.5,991.5,5,872,917,0,1789,0.0,0.0,2,1,3,1,3.0,7,8.0,1,2.0,480.0,2,0,0,0,0,0,0,0,2008,35,9,4.0,2.0,2479.0,0,6145442.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2036,2645,4,3,8,5,1999,1999,466.0,4,3,383.5,0.0,477.5,991.5,5,962,624,0,1586,0.0,0.0,2,1,3,1,3.0,7,8.0,0,2.0,480.0,2,169,0,0,0,0,0,0,2008,40,12,4.0,2.0,2479.0,0,6145442.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2037,2645,4,3,8,5,1999,2000,456.0,4,3,383.5,0.0,477.5,991.5,5,962,645,0,1607,0.0,0.0,2,1,3,1,3.0,7,8.0,0,2.0,480.0,2,169,0,0,0,0,0,0,2008,40,12,4.0,2.0,2479.0,0,6145442.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2038,3951,3,3,10,5,1998,1999,0.0,5,3,383.5,0.0,477.5,991.5,5,1469,924,0,2393,0.0,0.0,2,1,2,1,3.0,7,8.0,1,2.0,480.0,2,0,90,0,0,94,0,0,2008,50,15,4.0,2.0,2479.0,184,6145442.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2039,11064,2,3,8,5,1995,1995,0.0,4,3,383.5,0.0,477.5,991.5,5,1239,0,0,1239,0.0,0.0,1,1,1,1,3.0,4,8.0,1,2.0,480.0,2,172,24,0,0,0,0,0,2008,40,12,4.0,2.0,2479.0,24,6145442.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
